localite_auto_ecole,candidats ETG, réussite ETG,nbr_candidats,reussite,
AUTO ECOLE LIBERTY 53 VOIE DE COMPIEGNE 91390 MORSANG SUR ORGE,101,82.18,37,72.97,
AUTO ECOLE ECIR 122 RUE JEAN RAYNAL 91390 MORSANG SUR ORGE,91,63.74,52,57.69,
AUTO ECOLE MONDETOUR 22 RUE DES PAQUERETTES 91400 ORSAY,73,84.93,46,52.17,
AUTO ECOLE ORSAY 27 RUE ARCHANGE 91400 ORSAY,75,76,59,62.71,
AUTO ECOLE AUTO MOTO ECOLE JEAN MOULIN 43 RUE CHARLES DE GAULLE 91400 ORSAY,220,85.91,190,72.63,
"AUTO ECOLE CFCA 114, AVENUE DE PARIS 91410 DOURDAN",51,68.63,35,51.43,
AUTO ECOLE CENTRE DE FORMATION DE DOURDAN 10 BIS ROUTE DE LIPHARD 91410 DOURDAN,121,73.55,66,68.18,
AUTO ECOLE SAINT JACQUES 10 RUE DUBERTRAND 91410 DOURDAN,249,70.28,167,61.68,
AUTO ECOLE MORANGIS CONDUITE 16 RUE DU GENERAL LECLERC 91420 MORANGIS,134,54.48,83,57.83,
AUTO ECOLE ACCESS PERMIS 5 CLOS DES TROIS ARPENTS 91430 IGNY,98,72.45,64,73.44,
AUTO ECOLE LA HACQUINIERE 52 RUE DE LA HACQUINIERE 91440 BURES-SUR-YVETTE,199,78.39,144,72.22,
AUTO ECOLE EC SOISEENNE 14-16 RUE DES FRANCS BOURGEOIS 91450 SOISY SUR SEINE,43,95.35,18,55.56,
AUTO ECOLE DU VILLAGE 7 RUE EUGENE MOUTARD 91460 MARCOUSSIS,84,66.67,48,85.42,
AUTO ECOLE BRIIS 1 RUE ARMEE PATTON 91470 BRIIS-SOUS-FORGES,74,68.92,45,71.11,
AUTO ECOLE PLEIN PHARE LIMOURS 22 ROUTE DE CHARTRES 91470 LIMOURS,60,80,51,58.82,
"AUTO ECOLE VAL D'YERRES 25, RUE DE BRUNOY 91480 QUINCY SOUS SENART",79,82.28,47,53.19,
AUTO ECOLE IEC 8 BOULEVARD JOFFRE 91490 MILLY LA FORET,134,79.85,66,66.67,
AUTO ECOLE LARDY 2 RUE TIRE BARBE 91510 LARDY,163,88.34,127,74.02,
AUTO ECOLE EGLY 18 BIS GRANDE RUE 91520 EGLY,305,86.56,185,78.38,
AUTO ECOLE DE LA VERVILLE CENTRE COMMERCIAL LA VERVILLE 91540 MENNECY,82,58.54,40,52.5,
"AUTO ECOLE FCSR LES AUNETTES 20, RUE PAUL CEZANNE 91540 MENNECY",151,66.89,97,67.01,
AUTO ECOLE MENNECY 2000 15 RUE DE MILLY 91540 MENNECY,309,86.41,187,69.52,
AUTO ECOLE MODERN 57 RUE MAURICE MOSER 91550 PARAY VIEILLE POSTE,89,66.29,53,62.26,
AUTO ECOLE PARAY ATHIS 104 AVENUE DE VERDUN 91550 PARAY VIEILLE POSTE,168,68.45,70,57.14,
AUTO ECOLE AUTO ROUTE 66 2 RUE DE SCHOTTEN 91560 CROSNE,32,75,29,72.41,
AUTO ECOLE CROSNE 66 AVENUE JEAN JAURES 91560 CROSNE,95,60,59,69.49,
AUTO ECOLE DE LA GARE ETRECHY 19 BOULEVARD DE LA GARE 91580 ETRECHY,167,70.06,101,51.49,
AUTO ECOLE CLUB CONDUITE 1 RUE CHATEAUBRIAND 91600 SAVIGNY SUR ORGE,95,85.26,48,47.92,
AUTO ECOLE SAVIGNY 81 BOULEVARD ARISTIDE BRIAND 91600 SAVIGNY SUR ORGE,125,69.6,80,42.5,
AUTO ECOLE DE LA GARE SAVIGNY 2 PLACE DE LA GARE 91600 SAVIGNY SUR ORGE,219,72.6,101,52.48,
AUTO ECOLE ESR 9 AVENUE DU GENERAL DE GAULLE 91600 SAVIGNY-SUR-ORGE,248,73.39,158,63.92,
AUTO ECOLE BALLANCOURT 27 RUE DU GENERAL DE GAULLE 91610 BALLANCOURT SUR ESSONNE,66,80.3,53,58.49,
AUTO ECOLE FCSR MAROLLES 4BIS GRANDE RUE 91630 MAROLLES EN HUREPOIX,144,75.69,80,72.5,
AUTO ECOLE MAROLLES BUGATTI 31 AVENUE CHARLES DE GAULLE 91630 MAROLLES EN HUREPOIX,136,73.53,82,63.41,
AUTO ECOLE AUTO MOTO ECOLE DE BREUILLET 5 GRANDE RUE 91650 BREUILLET,226,69.03,121,65.29,
AUTO ECOLE ALLIANCE Z I DU BOIS DE LA FONTAINE 91670 ANGERVILLE,152,92.76,109,69.72,
AUTO ECOLE PARC PIERRE 23 AVENUE JACQUES DUCLOS 91700 SAINTE GENEVIEVE DES BOIS,179,60.89,95,51.58,
AUTO ECOLE BONNE CONDUITE 6 RUE ANTOINE ROCCA 91700 SAINTE GENEVIEVE DES BOIS,177,78.53,111,70.27,
AUTO ECOLE SABRINA SGB 70 AVENUE GABRIEL PERI 91700 STE GENEVIEVE DES BOIS,238,74.79,144,61.81,
AUTO ECOLE AEC CONDUITE 130-134 AVENUE GABRIEL PERI 91700 SAINTE GENEVIEVE DES BOIS,220,72.73,154,62.99,
AUTO ECOLE ECF SAINTE GENEVIEVE DES BOIS 12 AVENUE GEORGES PITARD 91700 SAINTE GENEVIEVE DES BOIS,308,86.36,195,61.03,
AUTO ECOLE BOISSY RUE PASTEUR 91790 BOISSY SOUS SAINT YON,94,65.96,49,63.27,
AUTO ECOLE LA ROUTE EASY CONDUITE 3 BOULEVARD CHARLES DE GAULLE 91800 BRUNOY,104,84.62,48,60.42,
AUTO ECOLE TALMA 21 RUE DUPONT CHAUMONT 91800 BRUNOY,149,79.19,103,56.31,
AUTO ECOLE ANTICI PASSION 121-123 RUE GABRIEL PERI 91800 BRUNOY,290,84.14,192,62.5,
AUTO ECOLE COUDRAY 28 30 AVENUE DU GENERAL DE GAULLE 91830 LE COUDRAY MONTCEAUX,82,68.29,69,66.67,
AUTO ECOLE SRF 5 RUE HECTOR BERLIOZ 91860 EPINAY SOUS SENART,77,44.16,33,69.7,
"AUTO ECOLE LES ULIS 124, AVENUE DES CHAMPS LASNIERS 91940 LES ULIS",93,82.8,64,45.31,
AUTO ECOLE CERVC AVENUE DES CHAMPS LASNIERS REZ DE DALLE 91940 LES ULIS,206,67.96,97,52.58,
AUTO ECOLE AEP PASTEUR 1 RUE PASTEUR 92000 NANTERRE,13,61.54,11,45.45,
"AUTO ECOLE A.C.R. 55, RUE VOLANT 92000 NANTERRE",42,52.38,28,42.86,
"AUTO ECOLE REPUBLIQUE 375,AV.DE LA REPUBLIQUE 92000 NANTERRE",62,64.52,43,51.16,
AUTO ECOLE NORD-OUEST 4 ALLEE LA FONTAINE 92000 NANTERRE,87,65.52,56,51.79,
AUTO ECOLE CARNOT 19 TER SADI CARNOT 92000 NANTERRE,154,83.77,79,64.56,
AUTO ECOLE PARIS NORD NANTERRE 10 RUE DU MARCHE 92000 NANTERRE,121,71.07,85,49.41,
"AUTO ECOLE C.E.R. NANTERRE PREFECTURE 68, RUE DES TROIS FONTANOT 92000 NANTERRE",173,80.92,142,54.23,
"AUTO ECOLE CEFR NANTERRE 56, BD DU COUCHANT 92000 NANTERRE",530,76.6,286,57.34,
"AUTO ECOLE ELITE BOULOGNE BILLANCOURT 8, AVENUE MARECHAL DE LATTRE DE TASSIGNY 92100 BOULOGNE-BILLANCOURT",34,79.41,18,38.89,
"AUTO ECOLE DU SQUARE 105, ROUTE DE LA REINE 92100 BOULOGNE",24,75,19,42.11,
"AUTO ECOLE BOULOGNE 10 BIS, RUE DES QUATRE CHEMINEES 92100 BOULOGNE",71,38.03,22,36.36,
AUTO ECOLE CARAVANE 122 ROUTE DE LA REINE 92100 BOULOGNE,67,65.67,46,60.87,
AUTO ECOLE ESR BOULOGNE 134 RUE THIERS 92100 BOULOGNE BILLANCOURT,94,76.6,49,57.14,
AUTO ECOLE DE BOULOGNE BILLANCOURT 8 AVENUE DE LATTRE DE TASSIGNY 92100 BOULOGNE BILLANCOURT,59,88.14,50,44,
AUTO ECOLE ECC FORMATION 135 RUE DU VIEUX PONT DE SEVRES 92100 BOULOGNE-BILLANCOURT,55,85.45,53,50.94,
AUTO ECOLE DES PRINCES 22 ROUTE DE LA REINE 92100 BOULOGNE BILLANCOURT,108,82.41,55,43.64,
AUTO ECOLE MAX 146 RUE DE PARIS 92100 BOULOGNE,89,65.17,84,73.81,
AUTO ECOLE ECR BOULOGNE BILLANCOURT 26 AVENUE DU GENERAL LECLERC 92100 BOULOGNE BILLANCOURT,119,89.08,88,48.86,
AUTO ECOLE BOULOGNE 86 BD DE LA REPUBLIQUE 92100 BOULOGNE,493,79.11,230,52.17,
AUTO ECOLE C.E.R. CAR 239 BD JAURES 92100 BOULOGNE,372,77.69,267,56.18,
AUTO ECOLE FLASH 1 RUE HENRI BARBUSSE 92110 CLICHY LA GARENNE,49,59.18,24,50,
AUTO ECOLE IEC 2 BD JEAN JAURES 92110 CLICHY LA GARENNE,144,76.39,81,58.02,
"AUTO ECOLE AUTO MOTO ECOLE CLICHY 134,RUE MARTRE 92110 CLICHY",144,63.89,86,55.81,
"AUTO ECOLE C.E.R. CLICHY 2, PLACE DE LA REPUBLIQUE 92110 CLICHY",316,73.42,130,55.38,
AUTO ECOLE ACTIVE FORMATION 12 AVENUE JEAN JAURES 92120 MONTROUGE,49,81.63,51,58.82,
"AUTO ECOLE VERDIER 122,AV. VERDIER 92120 MONTROUGE",76,85.53,56,48.21,
AUTO ECOLE FCA MONTROUGE 10 AVENUE LEON GAMBETTA 92120 MONTROUGE,150,81.33,77,41.56,
AUTO ECOLE BUFFALO 28 RUE CARVES 92120 MONTROUGE,115,78.26,90,62.22,
AUTO ECOLE ELITE MONTROUGE 22 AVENUE GABRIEL PERI 92120 MONTROUGE,223,71.3,111,38.74,
AUTO ECOLE ECOLE DE CONDUITE INTERNATIONALE 54 AVENUE VICTOR CRESSON 92130 ISSY LES MOULINEAUX,40,92.5,20,50,
AUTO ECOLE ECR DE LA MAIRIE 11 RUE HOCHE 92130 ISSY LES MOULINEAUX,44,81.82,43,53.49,
"AUTO ECOLE DES VIGNES 115,RUE DE VERDUN 92130 ISSY LES MOULINEAUX",122,74.59,73,47.95,
AUTO ECOLE ESR CORENTIN CELTON 17 BOULEVARD VOLTAIRE 92130 ISSY LES MOULINEAUX,84,89.29,73,45.21,
"AUTO ECOLE E.C.F. ISSY-LES-MOULINEAUX 38, RUE DANTON 92130 ISSY-LES-MOULINEAUX",114,92.98,97,58.76,
AUTO ECOLE CER GALLIENI 67 BOULEVARD GALLIENI 92130 ISSY LES MOULINEAUX,228,82.89,101,55.45,
AUTO ECOLE MONTLHERY PAVE BLANC 1 BIS AV DE LA REPUBLIQUE 92140 CLAMART,43,44.19,21,38.1,
AUTO ECOLE GABRIEL PERI A.E. 29 RUE GABRIEL PERI 92140 CLAMART,43,74.42,28,64.29,
"AUTO ECOLE C.E.R. CLAMART 2 BIS,R.PAUL VAILLANT COUTURIER 92140 CLAMART",341,85.34,114,46.49,
AUTO ECOLE AUTO MOTO ECOLE CENTRAL CLAMART 47 BIS AV. JEAN JAURES 92140 CLAMART,182,70.33,153,51.63,
AUTO ECOLE DE LA GARE 2 RUE HEBERT 92140 CLAMART,343,81.05,189,53.44,
"AUTO ECOLE CROIX DU ROY 5,RUE DU DR MARC BOMBIGER 92150 SURESNES",116,73.28,89,60.67,
AUTO ECOLE FEHRENBACH DRIVING SCHOOL 53 BD HENRI SELLIER 92150 SURESNES,201,71.64,135,58.52,
AUTO ECOLE CER HENRI IV 2 BIS RUE LEDRU ROLLIN 92150 SURESNES,386,80.57,276,72.83,
AUTO ECOLE FONTAINE MICHALON 36 RUE MIRABEAU 92160 ANTONY,34,73.53,15,20,
AUTO ECOLE LES BACONNETS 11 RUE DE LA FONTAINE MOUTON 92160 ANTONY,66,63.64,33,54.55,
AUTO ECOLE CER POINT CONDUITE 2 11 BIS AV DE LA DIVISION LECLERC 92160 ANTONY,97,74.23,55,56.36,
AUTO ECOLE ANTONY CENTRE DE CONDUITE 50 RUE PROSPER LEGOUTE 92160 ANTONY,142,83.1,117,63.25,
AUTO ECOLE NATIONALE 20 96 AVENUE ARISTIDE BRIAND 92160 ANTONY,236,76.69,134,58.21,
AUTO ECOLE CER POINT CONDUITE 66 AV. DE LA DIVISION LECLERC 92160 ANTONY,357,63.31,266,56.02,
AUTO ECOLE C.E.R. PRELUDE 200 RUE PAJEAUD 92160 ANTONY,578,78.03,304,50.33,
"AUTO ECOLE C.C.S. VANVES 53, RUE VICTOR HUGO 92170 VANVES",46,76.09,40,50,
"AUTO ECOLE E.C.R. LYCEE MICHELET 33, RUE RAYMOND MARCHERON 92170 VANVES",114,74.56,52,44.23,
AUTO ECOLE TOUR DE CHAUFFE 16 AV. JACQUES JEZEQUEL 92170 VANVES,180,73.89,58,34.48,
AUTO ECOLE EASY DRIVE VANVES 90.RUE JEAN BLEUZEN 92170 VANVES,127,91.34,78,50,
AUTO ECOLE DE L EUROPE 3 17 RUE DES GALLONS 92190 MEUDON,53,84.91,31,64.52,
AUTO ECOLE C.E.R. MEUDON 17 RUE BANES 92190 MEUDON,145,73.1,76,56.58,
AUTO ECOLE ECOLE DE CONDUITE EUROPEENNE 72 RUE DE LA REPUBLIQUE 92190 MEUDON,208,85.58,140,47.86,
AUTO ECOLE NEUILLY 13 RUE PAUL CHATROUSSE 92200 NEUILLY,45,73.33,30,56.67,
AUTO ECOLE DU ROULE 32 AVENUE DU ROULE 92200 NEUILLY SUR SEINE,42,78.57,33,45.45,
"AUTO ECOLE CAMPUS PERMIS 20 BIS, AV.CHARLES DE GAULLE 92200 NEUILLY SUR SEINE",154,81.82,98,50,
"AUTO ECOLE CER AVIA NEUILLY 6, RUE DU BEFFROY 92200 NEUILLY",135,74.81,107,60.75,
AUTO ECOLE E.C.F. DES SABLONS 71 AVENUE CHARLES DE GAULLE 92200 NEUILLY,330,79.7,194,53.61,
"AUTO ECOLE E.C.F. MAIRIE NEUILLY 151, AVENUE ACHILLE PERETTI 92200 NEUILLY",286,80.77,196,59.69,
AUTO ECOLE SAINT CLOUD CONDUITE 10 BIS RUE ALEXANDRE COUTUREAU 92210 SAINT-CLOUD,30,86.67,40,42.5,
"AUTO ECOLE C.E.R. PAME 17,RUE PIGACHE 92210 SAINT CLOUD",109,81.65,73,45.21,
"AUTO ECOLE DE LA PORTE JAUNE 127, AVENUE DU MARECHAL FOCH 92210 ST CLOUD",85,85.88,93,58.06,
"AUTO ECOLE E.C.F. BEAUSOLEIL 160, DB DE LA REPUBLIQUE 92210 ST CLOUD",144,82.64,97,48.45,
"AUTO ECOLE F.C.A. 4, PLACE DE LA REPUBLIQUE 92220 BAGNEUX",122,64.75,79,56.96,
"AUTO ECOLE DES BLAGIS - BOURG-LA-REINE 78,AV.DE BOURG-LA-REINE 92220 BAGNEUX",161,87.58,82,47.56,
AUTO ECOLE CENTRE DE CONDUITE DU R.E.R. 218 AV A BRIAND 92220 BAGNEUX,390,73.85,208,50.48,
AUTO ECOLE ECV 36 BOULEVARD BEAUMARCHAIS 92230 GENNEVILLIERS,78,70.51,37,56.76,
AUTO ECOLE DES AGNETTES 41 R.DU 8 MAI 1945 92230 GENNEVILLIERS,128,64.84,83,51.81,
AUTO ECOLE E C E - ECOLE DE CONDUITE EUROPEENNE 75 AV. DES GRESILLONS 92230 GENNEVILLIERS,167,80.84,97,53.61,
"AUTO ECOLE TIMBAUD 49,RUE PIERRE TIMBAUD 92230 GENNEVILLIERS",181,66.3,128,46.88,
"AUTO ECOLE E.F.R COGECA 94, AV. DU VIEUX CHEMIN DE SAINTDENIS 92230 GENNEVILLIERS",488,73.16,313,53.99,
AUTO ECOLE BERANGER 20 RUE BERANGER 92240 MALAKOFF,50,84,25,16,
AUTO ECOLE ELITE MALAKOFF 138 BOULEVARD GABRIEL PERI 92240 MALAKOFF,111,64.86,62,45.16,
AUTO ECOLE ECOLE DE CONDUITE I.D.F (ECIF) 9 BIS RUE DE L ARRIVEE 92250 LA GARENNE COLOMBES,38,86.84,26,42.31,
AUTO ECOLE BONNE CONDUITE 6-10 AVENUE JOSEPH FROMENT 92250 LA GARENNE COLOMBES,55,81.82,45,71.11,
"AUTO ECOLE E.C.F. LA GARENNE 81 BIS, BD DE LA REPUBLIQUE 92250 LA GARENNE-COLOMBES",156,91.03,98,63.27,
AUTO ECOLE CEFR LA GARENNE 5. AVENUE DE VERDUN 92250 LA GARENNE COLOMBES,104,79.81,103,59.22,
AUTO ECOLE PARC 91 RUE BOUCICAUT 92260 FONTENAY AUX ROSES,54,61.11,54,44.44,
AUTO ECOLE CER PRELUDE ELITE 2 54 RUE BOUCICAUT 92260 FONTENAY AUX ROSES,26,84.62,88,44.32,
AUTO ECOLE A.C.S.E.F. 337 AV D ARGENTEUIL 92270 BOIS COLOMBES,132,70.45,67,58.21,
AUTO ECOLE PERMIS A Z 11 RUE DU GENERAL LECLERC 92270 BOIS COLOMBES,128,77.34,117,63.25,
AUTO ECOLE CFRE RASPAIL 34 RUE RASPAIL 92270 BOIS COLOMBES,259,73.36,165,56.36,
AUTO ECOLE DE CHATENAY MALABRY 18/20 RUE JEAN LONGUET 92290 CHATENAY MALABRY,62,82.26,29,68.97,
AUTO ECOLE REX 354 AV DIVISION LECLERC 92290 CHATENAY MALABRY,41,60.98,29,48.28,
"AUTO ECOLE CYRANO 6,PLACE CYRANO DE BERGERAC 92290 CHATENAY MALABRY",90,56.67,66,48.48,
AUTO ECOLE C.E.R. 92 SUD 89 AV.DE LA DIVISION LECLERC 92290 CHATENAY-MALABRY,450,76,220,41.82,
AUTO ECOLE HAUTE ECOLE DE CONDUITE 27 RUE ARISTIDE BRIAND 92300 LEVALLOIS PERRET,51,66.67,26,65.38,
AUTO ECOLE SAINT CHRISTOPHE 131 RUE ANATOLE FRANCE 92300 LEVALLOIS PERRET,52,69.23,62,53.23,
AUTO ECOLE FORMATION AE CER LEVALLOIS 4 BIS RUE LOUISE MICHEL 92300 LEVALLOIS PERRET,120,81.67,73,54.79,
AUTO ECOLE ESPOIR 30 RUE PIERRE BROSSOLLETTE 92300 LEVALLOIS PERRET,146,76.71,87,51.72,
"AUTO ECOLE COSMOS 96, RUE LOUIS ROUQUIER 92300 LEVALLOIS-PERRET",240,64.58,144,53.47,
"AUTO ECOLE E.C.F. LEVALLOIS 111, RUE ARISTIDE BRIAND 92300 LEVALLOIS-PERRET",348,75.86,161,57.76,
AUTO ECOLE DE L'EUROPE 39 AV DE L EUROPE 92310 SEVRES,257,81.32,102,63.73,
AUTO ECOLE DU CENTRE CD FORMATION 25 AVENUE DE L EUROPE 92310 SEVRES,87,80.46,103,55.34,
AUTO ECOLE C.E.R. SEVRES 87 GRANDE RUE 92310 SEVRES,301,87.38,155,61.94,
"AUTO ECOLE LIGNE DE CONDUITE 25, RUE DE LA MAIRIE 92320 CHATILLON",51,82.35,21,57.14,
AUTO ECOLE TOUR DE CHAUFFE 2 12 AVENUE DE PARIS 92320 CHATILLON,35,74.29,41,48.78,
AUTO ECOLE MAISON BLANCHE 1 BOULEVARD DE STALINGRAD 92320 CHATILLON,98,68.37,54,42.59,
AUTO ECOLE CER CHATILLON 9 PLACE JEAN MERMOZ 92320 CHATILLON,145,82.76,82,46.34,
AUTO ECOLE LANAP 57 AVENUE DE VERDUN 92320 CHATILLON,140,76.43,100,39,
"AUTO ECOLE MVS 170,AV.DU GENERAL LECLERC 92330 SCEAUX",61,73.77,48,60.42,
AUTO ECOLE DU CENTRE 8 SQUARE ROBINSON 92330 SCEAUX,106,82.08,66,60.61,
"AUTO ECOLE CER SCEAUX POINT CONDUITE 16,PLACE DU GENERAL DE GAULLE 92330 SCEAUX",179,81.01,113,66.37,
AUTO ECOLE SCEAUX 53 RUE DE FONTENAY 92330 SCEAUX,282,62.06,143,46.85,
AUTO ECOLE MORGANE 23 RUE JEAN MERMOZ 92340 BOURG LA REINE,169,73.37,79,45.57,
AUTO ECOLE ELITE BOURG LA REINE 84 AVENUE DU GENERAL LECLERC 92340 BOURG LA REINE,190,86.84,125,52,
AUTO ECOLE DE LA CAVEE 37 AVENUE DU GENERAL LECLERC 92350 LE PLESSIS ROBINSON,178,82.02,105,58.1,
AUTO ECOLE LE PLESSIS C PERMIS 1 RUE VICTOR VERNANDAT 92350 LE PLESSIS-ROBINSON,175,86.86,117,55.56,
AUTO ECOLE ALPHA CONDUITE 3 AV.DE LATTRE DE TASSIGNY 92360 MEUDON LA FORET,32,81.25,26,46.15,
"AUTO ECOLE MONTLHERY JOLI MAI 6,RUE DE LA STATION 92360 MEUDON-LA-FORET",126,80.16,72,37.5,
AUTO ECOLE DUBOIS 3 RUE GAMBETTA 92370 CHAVILLE,41,63.41,25,68,
"AUTO ECOLE ASSOCIATON ACTION JEUNES 17, RUE ANATOLE FRANCE 92370 CHAVILLE",97,63.92,36,63.89,
AUTO ECOLE EUROPE CHAVILLE 1625 AVENUE ROGER SALENGRO 92370 CHAVILLE,94,85.11,80,60,
AUTO ECOLE CFRE GARCHES 18 RUE DE L ABREUVOIR 92380 GARCHES,147,82.31,113,44.25,
"AUTO ECOLE C.E.R. VILLENEUVE 225, BOULEVARD GALLIENI 92390 VILLENEUVE-LA-GARENNE",69,57.97,56,57.14,
AUTO ECOLE ASM AGORA 38 AVENUE DE VERDUN 92390 VILLENEUVE LA GARENNE,160,66.25,63,52.38,
AUTO ECOLE ECOLE DE CONDUITE MANET 183 BOULEVARD GALLIENI 92390 VILLENEUVE LA GARENNE,189,81.48,81,62.96,
"AUTO ECOLE FOROMAR LA PENICHE 257,QUAI D ASNIERES 92390 VILLENEUVE LA GARENNE",436,69.27,102,57.84,
AUTO ECOLE DE L'EMBRANCHEMENT 10 AV DE LA LIBERTE 92400 COURBEVOIE,115,60,71,67.61,
AUTO ECOLE COURBEVOIE CENTRE 7 RUE BAUDIN 92400 COURBEVOIE,169,84.02,74,75.68,
AUTO ECOLE C.E.R. CHARRAS 59 AVENUE GAMBETTA 92400 COURBEVOIE,173,75.72,85,60,
"AUTO ECOLE CFR EUROPEEN COURBEVOIE 1-3, PLACE HEROLD 92400 COURBEVOIE",168,67.26,150,46.67,
"AUTO ECOLE BECON CENTRE 34,AV.PASTEUR 92400 COURBEVOIE",197,71.57,152,64.47,
AUTO ECOLE LA DEFENSE PERMIS 30 BD DE LA MISSION MARCHAND 92400 COURBEVOIE,476,72.48,232,64.66,
AUTO ECOLE DE VILLE D'AVRAY 12 RUE DE VERSAILLES 92410 VILLE D'AVRAY,26,84.62,10,40,
AUTO ECOLE ECR VILLE D'AVRAY 11 RUE DE SEVRES 92410 VILLE D'AVRAY,19,73.68,14,57.14,
AUTO ECOLE ETANGS CER VILLE D'AVRAY 31. RUE DE VERSAILLES 92410 VILLE D'AVRAY,133,74.44,75,60,
"AUTO ECOLE ECOLE-DE-CONDUITE DE VAUCRESSON 89, BD DE LA REPUBLIQUE 92420 VAUCRESSON",50,86,47,72.34,
AUTO ECOLE C.C.S. RUEIL-MALMAISON 76 AVENUE DU 18 JUIN 1940 92500 RUEIL-MALMAISON,73,73.97,54,62.96,
"AUTO ECOLE E.C. 92 2 BIS, ALLEE ARISTIDE MAILLOL 92500 RUEIL-MALMAISON",168,83.33,97,54.64,
AUTO ECOLE E.F.R. RUEIL 2000 12 AVENUE EDOUARD BELIN 92500 RUEIL-MALMAISON,33,81.82,101,59.41,
AUTO ECOLE LEADER CSJF 20 RUE DES BONS RAISINS 92500 RUEIL-MALMAISON,184,78.8,112,53.57,
AUTO ECOLE ECOLE DE CONDUITE DU CLOS DES TERRES ROUGES 42 AV. DE FOUILLEUSE 92500 RUEIL MALMAISON,234,77.35,175,67.43,
"AUTO ECOLE FIRST CONDUITE 83, AVENUE PAUL DOUMER 92500 RUEIL-MALMAISON",285,78.6,184,54.89,
AUTO ECOLE A 1 RUE DE BELFORT 92600 ASNIERES SUR SEINE,41,87.8,30,63.33,
AUTO ECOLE ACF AUTO MOTO ECOLE 113 BOULEVARD VOLTAIRE 92600 ASNIERES,37,86.49,36,52.78,
"AUTO ECOLE CFSR 4 ROUTES 378,AVENUE D ARGENTEUIL 1,AVENUE DE LA REDOUTE 92600 ASNIERES",56,69.64,37,45.95,
"AUTO ECOLE POINCARE 21-25, AVENUE DE LA REDOUTE 92600 ASNIERES SUR SEINE",92,73.91,42,38.1,
AUTO ECOLE C.E.R. ASNIERES 89 AVENUE D ARGENTEUIL 92600 ASNIERES,74,75.68,42,47.62,
AUTO ECOLE RIVES DE SEINE 10 RUE EUGENE EBOUE 92600 ASNIERES SUR SEINE,112,86.61,47,76.6,
AUTO ECOLE ACSEF PRO PERMIS 72/74 AVENUE DE LA MARNE 92600 ASNIERES,121,94.21,58,67.24,
AUTO ECOLE PONT D'ASNIERES 10 GRAND RUE CHARLES DE GAULLE 92600 ASNIERES SUR SEINE,145,72.41,80,71.25,
AUTO ECOLE ANDRE 2 6 RUE DES BOURGUIGNONS 92600 ASNIERES,164,76.83,82,63.41,
AUTO ECOLE ECOLE DE CONDUITE D'ASNIERES 192 BD VOLTAIRE 92600 ASNIERES,125,67.2,85,67.06,
AUTO ECOLE SAINT CHRISTOPHE 19 RUE BAPST 92600 ASNIERES SUR SEINE,195,83.59,104,54.81,
AUTO ECOLE PARIS-OUEST 9 RUE DES BAS 92600 ASNIERES,316,56.96,163,43.56,
AUTO ECOLE STALINGRAD 117 AVENUE DE STALINGRAD 92700 COLOMBES,86,67.44,45,44.44,
"AUTO ECOLE E.F.S.R. 4 CHEMINS 107,BD CHARLES DE GAULLE 92700 COLOMBES",161,75.78,76,63.16,
AUTO ECOLE SECU'ROUTE 76 AV.HENRI BARBUSSE 92700 COLOMBES,126,72.22,82,54.88,
"AUTO ECOLE AUTO- ECOLE COLBERT 427, RUE GABRIEL PERI 92700 COLOMBES",144,74.31,85,75.29,
"AUTO ECOLE C.F.R.E. MICHEL DORIENT 1 4, RUE DE LA REINE HENRIETTE 92700 COLOMBES",222,77.48,128,58.59,
"AUTO ECOLE C.A.C. 70, RUE FELIX FAURE 92700 COLOMBES",260,84.23,146,60.96,
"AUTO ECOLE C.E.R. COLOMBES 21,RUE GABRIEL PERI 92700 COLOMBES",387,76.23,174,54.02,
"AUTO ECOLE AGORA PUTEAUX 83,RUE DE LA REPUBLIQUE 92800 PUTEAUX",54,77.78,51,49.02,
AUTO ECOLE ARCHE 1 RUE NELATON 92800 PUTEAUX,148,82.43,75,72,
AUTO ECOLE CER PUTEAUX 6 RUE MARIUS JACOTOT 92800 PUTEAUX,125,75.2,75,58.67,
"AUTO ECOLE C.F.R.E PUTEAUX 2, RUE BERNARD PALISSY 92800 PUTEAUX",185,72.43,104,52.88,
AUTO ECOLE FOROMAR PONT DE PUTEAUX 15 BLD RICHARD WALLACE 92800 PUTEAUX,280,82.5,187,57.75,
"AUTO ECOLE PHL.WALLACE 1 BIS, BD RICHARD WALLACE 92800 PUTEAUX",463,73.65,252,49.6,
"AUTO ECOLE GREMILLON 4, PLACE ALAIN BASCHUNG 93000 BOBIGNY",21,85.71,14,64.29,
AUTO ECOLE 3 COMMUNES 4 BD DE LABOISSIERE 93000 ROMAINVILLE,69,68.12,52,42.31,
"AUTO ECOLE CSR AUTO-RETRO 2 2, RUE DE MOSCOU 93000 BOBIGNY",107,74.77,57,50.88,
"AUTO ECOLE CNER BOBIGNY 195,AVENUE JEAN-JAURES 93000 BOBIGNY",165,61.82,80,43.75,
AUTO ECOLE CER BALBYNIEN 44 AVENUE JEAN JAURES 93000 BOBIGNY,154,80.52,104,55.77,
AUTO ECOLE POINT PERMIS 41 RUE HENRI BARBUSSE 93000 MONTFERMEIL,191,73.82,126,57.94,
"AUTO ECOLE ROSTAND 48, AVENUE ESTIENNE D'ORVES 93000 BOBIGNY",133,87.97,163,49.69,
